id,year,state_name,state_code,district_name,district_code,registration_circles,male_below_5_years,male_5_to_14_years,male_14_to_18_years,male_18_to_30_years,male_30_to_45_years,male_45_to_60_years,male_60_years_and_above,female_below_5_years,female_5_to_14_years,female_14_to_18_years,female_18_to_30_years,female_30_to_45_years,female_45_to_60_years,female_60_years_and_above,trangender_below_5_years,trangender_5_to_14_years,trangender_14_to_18_years,trangender_18_to_30_years,trangender_30_to_45_years,trangender_45_to_60_years,transgender_60_years_and_above
1048,2018,Gujarat,24,Vadodara,461,Vadodara City,0,7,11,72,119,90,37,2,8,96,267,132,36,16,0,0,0,0,0,0,0
1049,2018,Gujarat,24,Vadodara,461,Vadodara Rural,0,1,2,21,12,9,5,0,0,2,58,7,2,1,0,0,0,0,0,0,0
1050,2018,Gujarat,24,Valsad,462,Valsad,5,1,0,53,30,17,14,3,4,3,93,18,6,2,0,0,0,0,0,0,0
1051,2018,Gujarat,24,Ahmadabad,438,W.Rly Ahmedabad,0,0,1,5,4,4,3,0,0,0,8,1,1,2,0,0,0,0,0,0,0
1052,2018,Gujarat,24,Vadodara,461,W.Rly Vadodara,0,0,1,5,2,1,2,2,0,1,2,3,1,0,0,0,0,0,0,0,0
1053,2018,Haryana,6,Ambala,58,Ambala,1,7,60,70,14,2,1,2,3,9,74,74,4,2,0,0,0,0,0,0,0
1054,2018,Haryana,6,Bhiwani,59,Bhiwani,0,10,26,35,28,19,9,0,2,39,154,22,1,1,0,0,0,0,0,0,0
1055,2018,Haryana,6,Faridabad,60,Faridabad,15,45,57,218,71,41,27,14,25,49,457,72,6,8,0,0,0,0,0,0,0
1056,2018,Haryana,6,Fatehabad,61,Fatehabad,16,20,17,48,46,20,6,12,14,26,160,77,10,4,0,0,0,0,0,0,0
1057,2018,Haryana,6,Ambala,58,Grp,2,0,0,7,2,2,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0
1058,2018,Haryana,6,Gurugram,62,Gurugram,4,24,22,50,58,26,18,0,36,101,136,89,6,3,0,0,0,0,0,0,0
1059,2018,Haryana,6,Hisar,63,Hissar,0,13,25,29,46,21,5,3,7,90,201,65,3,3,0,0,0,0,0,0,0
1060,2018,Haryana,6,Jhajjar,64,Jhajjar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,2018,Haryana,6,Jind,65,Jind,0,7,16,58,45,31,11,1,1,29,174,47,4,2,0,0,0,0,0,0,0
1062,2018,Haryana,6,Kaithal,66,Kaithal,6,8,22,42,43,21,14,2,4,10,81,15,2,2,0,0,0,0,0,0,0
1063,2018,Haryana,6,Karnal,67,Karnal,0,11,2,29,12,17,3,0,1,10,40,10,3,4,0,0,0,0,0,0,0
1064,2018,Haryana,6,Kurukshetra,68,Kurukshetra,11,32,13,46,73,22,10,7,9,28,139,87,9,2,0,0,0,0,0,0,0
1065,2018,Haryana,6,Mahendragarh,69,Mahendergarh,5,10,13,28,18,9,1,2,3,23,94,12,2,0,0,0,0,0,0,0,0
1066,2018,Haryana,6,Nuh,604,Mewat,0,9,9,19,7,3,1,0,1,5,23,12,0,0,0,0,0,0,0,0,0
1067,2018,Haryana,6,Palwal,619,Palwal,0,35,48,56,14,4,3,0,10,54,64,36,4,0,0,0,0,0,0,0,0
1068,2018,Haryana,6,Panchkula,70,Panchkula,0,0,2,44,22,7,0,0,0,27,72,52,28,0,0,0,0,0,0,0,0
1069,2018,Haryana,6,Panipat,71,Panipat,26,57,42,56,11,19,9,28,48,107,81,56,27,5,0,0,0,0,0,0,0
1070,2018,Haryana,6,Rewari,72,Rewari,5,20,22,37,36,20,8,5,17,40,166,32,7,2,0,0,0,0,0,0,0
1071,2018,Haryana,6,Rohtak,73,Rohtak,12,30,52,116,72,34,16,11,13,33,198,68,4,8,0,0,0,0,0,0,0
1072,2018,Haryana,6,Sirsa,74,Sirsa,0,10,15,34,33,16,5,2,8,45,239,40,2,1,0,0,0,0,0,0,0
1073,2018,Haryana,6,Sonipat,75,Sonipat,1,8,24,29,33,24,7,1,5,33,111,98,3,2,0,0,0,0,0,0,0
1074,2018,Haryana,6,Yamunanagar,76,Yamunanagar,4,11,32,57,45,24,8,2,7,48,178,33,5,2,0,0,0,0,0,0,0
1075,2018,Haryana,6,Gurugram,62,Irrigation And Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,2018,Haryana,6,Charki Dadri,701,Charkhi Dadri,0,2,4,19,6,5,2,0,0,2,68,9,2,1,0,0,0,0,0,0,0
1077,2018,Haryana,6,Hisar,63,Hansi,1,4,4,17,4,4,4,0,0,18,62,7,3,1,0,0,0,0,0,0,0
1078,2018,Himachal Pradesh,2,Solan,25,Baddi,1,3,2,25,23,5,3,0,7,12,43,6,1,1,0,0,0,0,0,0,0
1079,2018,Himachal Pradesh,2,Bilaspur,15,Bilaspur,0,0,4,9,17,5,3,0,1,14,55,26,2,2,0,0,0,0,0,0,0
1080,2018,Himachal Pradesh,2,Chamba,16,Chamba,0,6,3,10,6,3,1,0,0,4,51,10,3,1,0,0,0,0,0,0,0
1081,2018,Himachal Pradesh,2,Shimla,23,Cid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,2018,Himachal Pradesh,2,Shimla,23,Grp,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1083,2018,Himachal Pradesh,2,Hamirpur,17,Hamirpur,0,2,4,8,5,2,0,0,0,5,34,6,1,1,0,0,0,0,0,0,0
1084,2018,Himachal Pradesh,2,Kangra,18,Kangra,0,4,12,36,25,27,10,0,0,15,58,49,53,15,0,0,0,0,0,0,0
1085,2018,Himachal Pradesh,2,Kinnaur,19,Kinnaur,0,0,1,2,3,2,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0
1086,2018,Himachal Pradesh,2,Kullu,20,Kullu,0,2,5,15,19,15,2,0,0,8,31,11,3,1,0,0,0,0,0,0,0
1087,2018,Himachal Pradesh,2,Lahul And Spiti,21,Lahaul And Spiti,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,2018,Himachal Pradesh,2,Mandi,22,Mandi,0,1,16,21,31,25,8,0,2,63,120,76,7,8,0,0,0,0,0,0,0
1089,2018,Himachal Pradesh,2,Shimla,23,Shimla,1,18,19,3,2,0,0,0,18,45,0,3,0,0,0,0,0,0,0,0,0
1090,2018,Himachal Pradesh,2,Sirmaur,24,Sirmaur,3,4,3,15,8,11,3,2,7,18,68,14,4,1,0,0,0,0,0,0,0
1091,2018,Himachal Pradesh,2,Solan,25,Solan,0,1,4,16,13,6,2,0,1,19,61,15,1,1,0,0,0,0,0,0,0
1092,2018,Himachal Pradesh,2,Una,26,Una,0,4,2,15,37,23,15,0,2,16,34,28,7,3,0,0,0,0,0,0,0
1093,2018,Himachal Pradesh,2,Shimla,23,Cyber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,2018,Jammu And Kashmir,1,Anantnag,1,Anantnag,0,4,1,34,12,5,0,1,3,0,34,13,2,0,0,0,0,0,0,0,0
1095,2018,Jammu And Kashmir,1,Pulwama,11,Awantipora,0,0,0,15,8,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0
1096,2018,Jammu And Kashmir,1,Bandipora,623,Bandipora,0,0,6,8,2,0,0,0,0,4,12,5,0,1,0,0,0,0,0,0,0
1097,2018,Jammu And Kashmir,1,Baramulla,3,Baramulla,0,0,2,0,0,3,0,0,0,3,7,3,0,0,0,0,0,0,0,0,0
1098,2018,Jammu And Kashmir,1,Budgam,2,Budgam,4,0,0,24,18,2,0,2,0,0,80,17,1,0,0,0,0,0,0,0,0
1099,2018,Jammu And Kashmir,1,Jammu,5,Crime Jammu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,2018,Jammu And Kashmir,1,Jammu,5,Crime Srinagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,2018,Jammu And Kashmir,1,Doda,4,Doda,0,0,3,7,11,1,0,0,0,4,27,23,1,0,0,0,0,0,0,0,0
1102,2018,Jammu And Kashmir,1,Ganderbal,626,Ganderbal,0,1,3,14,6,0,3,0,0,13,41,11,0,1,0,0,0,0,0,0,0
1103,2018,Jammu And Kashmir,1,Kupwara,8,Handwara,0,0,6,19,3,3,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0
1104,2018,Jammu And Kashmir,1,Jammu,5,Jammu,0,0,0,103,102,26,0,0,0,0,89,69,41,0,0,0,0,0,0,0,0
1105,2018,Jammu And Kashmir,1,Kargil,6,Kargil,0,0,0,2,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0
1106,2018,Jammu And Kashmir,1,Kathua,7,Kathua,0,1,5,18,11,4,3,0,6,22,85,23,1,0,0,0,0,0,0,0,0
1107,2018,Jammu And Kashmir,1,Kishtwar,620,Kishtwar,0,0,1,15,7,0,1,0,1,9,8,5,0,0,0,0,0,0,0,0,0
1108,2018,Jammu And Kashmir,1,Kulgam,622,Kulgam,0,0,0,27,15,0,0,0,0,0,22,4,1,0,0,0,0,0,0,0,0
1109,2018,Jammu And Kashmir,1,Kupwara,8,Kupwara,0,1,9,49,32,1,0,0,0,18,53,12,0,0,0,0,0,0,0,0,0
1110,2018,Jammu And Kashmir,1,Leh Ladakh,9,Leh,0,0,0,2,5,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
1111,2018,Jammu And Kashmir,1,Poonch,10,Poonch,0,0,1,9,6,2,1,0,0,1,53,4,0,0,0,0,0,0,0,0,0
1112,2018,Jammu And Kashmir,1,Pulwama,11,Pulwama,0,0,0,31,7,0,0,0,0,0,6,3,2,1,0,0,0,0,0,0,0
1113,2018,Jammu And Kashmir,1,Jammu,5,Railways Jammu,0,0,0,0,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1114,2018,Jammu And Kashmir,1,Jammu,5,Railways Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,2018,Jammu And Kashmir,1,Reasi,627,Railways Katra,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1116,2018,Jammu And Kashmir,1,Rajouri,12,Rajouri,0,0,3,4,1,0,0,0,0,0,43,3,0,0,0,0,0,0,0,0,0
1117,2018,Jammu And Kashmir,1,Ramban,621,Ramban,0,2,3,3,4,4,0,0,1,3,24,6,0,0,0,0,0,0,0,0,0
1118,2018,Jammu And Kashmir,1,Reasi,627,Reasi,0,0,0,8,7,1,4,0,0,0,43,17,1,1,0,0,0,0,0,0,0
1119,2018,Jammu And Kashmir,1,Samba,624,Samba,0,1,0,13,12,2,3,1,3,6,34,8,0,0,0,0,0,0,0,0,0
1120,2018,Jammu And Kashmir,1,Shopian,625,Shopian,0,0,5,38,0,0,0,0,0,15,12,0,0,0,0,0,0,0,0,0,0
1121,2018,Jammu And Kashmir,1,Baramulla,3,Sopore,0,4,3,16,11,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0
1122,2018,Jammu And Kashmir,1,Srinagar,13,Srinagar,0,9,12,31,61,5,0,0,21,52,3,32,0,0,0,0,0,0,0,0,0
1123,2018,Jammu And Kashmir,1,Udhampur,14,Udhampur,0,0,4,47,31,4,2,0,0,10,82,18,1,1,0,0,0,0,0,0,0
1124,2018,Jharkhand,20,Bokaro,322,Bokaro,0,3,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
1125,2018,Jharkhand,20,West Singhbhum,343,Chaibasa,1,2,1,1,0,0,0,0,7,10,8,3,0,0,0,0,0,0,0,0,0
1126,2018,Jharkhand,20,Chatra,323,Chatra,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0
1127,2018,Jharkhand,20,Deoghar,324,Deoghar,0,1,7,5,0,0,0,0,1,5,4,1,2,0,0,0,0,0,0,0,0
1128,2018,Jharkhand,20,Dhanbad,325,Dhanbad,0,1,3,5,7,3,0,0,0,4,2,3,1,0,0,0,0,0,0,0,0
1129,2018,Jharkhand,20,Dhanbad,325,Dhanbad Railway,0,0,0,4,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0
1130,2018,Jharkhand,20,Dumka,326,Dumka,0,0,7,8,5,3,0,0,0,4,6,2,1,6,0,0,0,0,0,0,0
1131,2018,Jharkhand,20,Garhwa,328,Garhwa,0,3,2,1,0,1,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0
1132,2018,Jharkhand,20,Giridih,329,Giridih,1,4,8,2,4,5,2,0,1,8,10,2,1,2,0,0,0,0,0,0,0
1133,2018,Jharkhand,20,Godda,330,Godda,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
1134,2018,Jharkhand,20,Gumla,331,Gumla,0,3,1,1,1,0,0,0,5,21,2,0,0,0,0,0,0,0,0,0,0
1135,2018,Jharkhand,20,Hazaribagh,332,Hazaribagh,0,12,6,5,3,4,3,0,7,17,11,5,2,1,0,0,0,0,0,0,0
1136,2018,Jharkhand,20,East Singhbum,327,Jamshedpur,0,5,6,4,4,4,0,0,4,4,4,0,0,1,0,0,0,0,0,0,0
1137,2018,Jharkhand,20,East Singhbum,327,Jamshedpur Railway,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1138,2018,Jharkhand,20,Jamtara,333,Jamtara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,2018,Jharkhand,20,Khunti,606,Khunti,0,2,8,2,1,1,0,0,10,14,6,0,0,0,0,0,0,0,0,0,0
1140,2018,Jharkhand,20,Koderma,334,Koderma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,2018,Jharkhand,20,Latehar,335,Latehar,0,4,0,4,3,0,2,0,3,0,5,0,1,0,0,0,0,0,0,0,0
1142,2018,Jharkhand,20,Lohardaga,336,Lohardagga,1,6,1,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
1143,2018,Jharkhand,20,Pakur,337,Pakur,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1144,2018,Jharkhand,20,Palamu,338,Palamu,0,12,9,5,6,3,3,0,4,12,15,0,0,2,0,0,0,0,0,0,0
1145,2018,Jharkhand,20,Ramgarh,607,Ramgarh,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
1146,2018,Jharkhand,20,Ranchi,339,Ranchi,0,9,13,32,18,10,0,0,12,21,29,32,10,0,0,0,0,0,0,0,0
1147,2018,Jharkhand,20,Sahebganj,340,Sahebganj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,2018,Jharkhand,20,Saraikela Kharsawan,341,Saraikela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,2018,Jharkhand,20,Simdega,342,Simdega,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1150,2018,Karnataka,29,Bagalkote,524,Bagalkot,1,1,0,15,12,3,5,0,0,0,74,11,2,0,0,0,0,0,0,0,0
1151,2018,Karnataka,29,Bengaluru Urban,525,Bengaluru City,88,85,101,501,783,425,220,102,81,298,1877,716,183,125,0,0,0,0,0,0,0
1152,2018,Karnataka,29,Bengaluru Urban,525,Bengaluru District,12,4,8,53,99,53,35,13,12,44,316,118,28,17,0,0,0,0,0,0,0
1153,2018,Karnataka,29,Belagavi,527,Belagavi District,2,0,18,46,43,23,15,1,0,19,163,37,5,1,0,0,0,0,0,0,0
1154,2018,Karnataka,29,Ballari,528,Ballari,4,12,3,41,45,2,7,2,5,5,119,17,9,1,0,0,0,0,0,0,0
1155,2018,Karnataka,29,Bidar,529,Bidar,0,0,1,8,12,7,2,0,0,0,62,12,2,2,0,0,0,0,0,0,0
1156,2018,Karnataka,29,Vijayapura,530,Vijayapura,0,3,12,37,19,10,8,1,8,0,94,8,3,5,0,0,0,0,0,0,0
1157,2018,Karnataka,29,Chikkaballapura,630,Chikkaballapura,8,7,3,15,36,22,12,4,4,3,187,47,2,4,0,0,0,0,0,0,0
1158,2018,Karnataka,29,Chamarajanagara,531,Chamarajnagar,1,3,1,12,11,12,10,3,2,2,66,22,4,2,0,0,0,0,0,0,0
1159,2018,Karnataka,29,Chikkamagaluru,532,Chikkamagaluru,4,3,4,26,18,14,10,0,4,0,102,12,3,6,0,0,0,2,0,0,0
1160,2018,Karnataka,29,Chitradurga,533,Chitradurga,0,0,1,29,31,20,9,1,0,0,121,47,8,10,0,0,0,0,0,0,0
1161,2018,Karnataka,29,Dakshina Kannada,534,Dakshina Kannada,3,1,2,12,27,19,9,1,3,1,53,17,4,5,0,0,0,0,0,0,0
1162,2018,Karnataka,29,Davangere,535,Davanagere,0,2,12,59,54,2,1,0,2,5,208,82,0,0,0,0,0,0,0,0,0
1163,2018,Karnataka,29,Dharwad,536,Dharwad,0,0,0,7,18,8,2,0,0,0,46,7,1,2,0,0,0,0,0,0,0
1164,2018,Karnataka,29,Gadag,537,Gadag,0,0,1,14,4,4,5,0,0,0,43,15,2,2,0,0,0,0,0,0,0
1165,2018,Karnataka,29,Kalaburagi,538,Kalaburgi,0,0,0,23,16,6,7,0,0,0,77,9,0,2,0,0,0,0,0,0,0
1166,2018,Karnataka,29,Hassan,539,Hassan,5,10,1,24,52,40,19,9,7,1,200,61,15,6,0,0,0,0,0,0,0
1167,2018,Karnataka,29,Haveri,540,Haveri,0,0,10,9,24,12,8,0,0,9,90,28,2,1,0,0,0,0,0,0,0
1168,2018,Karnataka,29,Dharwad,536,Hubballi Dharwad City,4,2,1,11,25,12,10,1,2,1,72,8,5,1,0,0,0,0,0,0,0
1169,2018,Karnataka,29,Belagavi,527,K.G.F.,2,1,0,8,7,4,1,1,1,0,57,8,0,0,0,0,0,0,0,0,0
1170,2018,Karnataka,29,Kodagu,541,Kodagu,0,2,9,9,33,25,12,0,2,29,51,24,8,6,0,0,0,0,0,0,0
1171,2018,Karnataka,29,Kolar,542,Kolar,6,4,1,23,12,8,3,7,6,1,136,13,4,1,0,0,0,0,0,0,0
1172,2018,Karnataka,29,Koppal,543,Koppal,0,0,0,11,16,5,3,0,0,0,56,7,2,2,0,0,0,0,0,0,0
1173,2018,Karnataka,29,Mandya,544,Mandya,12,7,0,30,61,39,37,17,14,0,275,84,22,15,0,0,0,0,0,0,0
1174,2018,Karnataka,29,Dakshina Kannada,534,Mangaluru City,2,0,0,56,46,9,9,0,2,1,69,17,1,3,0,0,0,0,0,0,0
1175,2018,Karnataka,29,Mysuru,545,Mysuru City,7,9,39,74,61,29,28,8,7,59,198,36,11,17,0,0,0,0,0,0,0
1176,2018,Karnataka,29,Mysuru,545,Mysuru District,0,0,25,114,53,3,0,0,0,21,300,22,0,0,0,0,0,0,0,0,0
1177,2018,Karnataka,29,Raichur,546,Raichur,2,3,0,24,14,7,4,0,0,1,69,7,2,3,0,0,0,0,0,0,0
1178,2018,Karnataka,29,Bengaluru Urban,525,K.Railways,3,1,1,1,3,1,4,0,0,0,9,1,0,1,0,0,0,0,0,0,0
1179,2018,Karnataka,29,Ramanagara,631,Ramanagara,9,14,9,65,80,30,9,6,4,17,125,96,115,23,0,0,0,0,0,0,0
1180,2018,Karnataka,29,Shivamogga,547,Shimoga,0,0,34,88,56,41,22,0,0,34,355,37,13,6,0,0,0,0,0,0,0
1181,2018,Karnataka,29,Tumakuru,548,Tumakuru,6,5,0,43,45,26,24,17,8,0,276,21,9,4,0,0,0,0,0,0,0
1182,2018,Karnataka,29,Udupi,549,Udupi,0,2,4,20,33,18,14,1,0,6,44,16,3,3,0,0,0,0,0,0,0
1183,2018,Karnataka,29,Uttara Kannada,550,Uttara Kannada,5,0,0,17,36,28,6,5,2,1,86,36,6,1,0,0,0,0,0,0,0
1184,2018,Karnataka,29,Yadgir,635,Yadgiri,0,0,5,7,7,4,0,0,1,1,27,3,0,2,0,0,0,0,0,0,0
1185,2018,Karnataka,29,Belagavi,527,Belagavi City,0,0,4,19,25,11,12,0,0,10,55,7,1,0,0,0,0,0,0,0,0
1186,2018,Kerala,32,Alappuzha,554,Alapuzha,8,5,21,88,60,49,17,6,4,41,415,63,19,17,0,0,0,0,0,0,0
1187,2018,Kerala,32,Ernakulam,555,Ernakulam Commr.,6,6,23,62,55,35,21,7,9,38,262,45,68,14,0,0,0,0,0,0,0
1188,2018,Kerala,32,Ernakulam,555,Ernakulam Rural,5,15,39,84,54,31,14,1,9,45,355,64,25,6,0,0,0,0,0,0,0
1189,2018,Kerala,32,Idukki,556,Idukki,6,15,10,62,46,24,14,1,8,29,162,37,11,1,0,0,0,0,0,0,0
1190,2018,Kerala,32,Kannur,557,Kannur,4,6,20,45,46,23,19,5,4,27,193,46,5,2,0,0,0,0,0,0,0
1191,2018,Kerala,32,Kasaragod,558,Kasargod,0,15,13,23,33,19,11,0,7,30,99,31,1,2,0,0,0,0,0,0,0
1192,2018,Kerala,32,Kollam,559,Kollam Commr.,12,12,48,27,32,57,25,9,18,41,363,103,21,5,0,0,0,0,0,0,0
1193,2018,Kerala,32,Kollam,559,Kollam Rural,18,19,33,27,60,54,31,18,11,21,320,90,21,31,0,0,0,0,0,0,0
1194,2018,Kerala,32,Kottayam,560,Kottayam,0,1,18,55,52,31,11,2,5,45,290,122,20,9,0,0,0,0,0,0,0
1195,2018,Kerala,32,Kozhikode,561,Kozhikode Commr.,0,8,36,47,29,27,14,0,15,36,95,13,4,2,0,0,14,30,1,1,0
1196,2018,Kerala,32,Kozhikode,561,Kozhikode Rural,2,12,37,61,42,30,13,5,4,33,275,35,8,2,0,0,0,0,0,0,0
1197,2018,Kerala,32,Malappuram,562,Malappuram,9,25,53,84,59,25,14,5,11,55,273,28,0,1,0,0,0,0,0,0,0
1198,2018,Kerala,32,Palakkad,563,Palakkad,17,21,30,28,81,67,35,21,21,44,299,132,18,10,0,0,0,0,0,0,0
1199,2018,Kerala,32,Pathanamthitta,564,Pathanamthitta,3,19,12,23,20,18,37,6,8,22,212,45,14,3,0,0,0,0,0,0,0
1200,2018,Kerala,32,Thiruvananthapuram,565,Railways,0,0,0,7,7,2,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1201,2018,Kerala,32,Thrissur,566,Thrissur Commr.,11,11,41,58,61,53,33,10,19,51,348,53,18,10,0,0,0,0,0,0,0
1202,2018,Kerala,32,Thrissur,566,Thrissur Rural,7,10,30,42,43,45,21,3,16,47,275,52,12,8,0,0,0,0,0,0,0
1203,2018,Kerala,32,Thiruvananthapuram,565,Trivandrum Commr.,3,12,22,45,36,26,22,8,11,48,264,25,8,9,0,0,0,0,0,0,0
1204,2018,Kerala,32,Thiruvananthapuram,565,Trivandrum Rural,20,27,45,70,68,81,58,15,18,65,557,165,40,28,0,0,0,0,0,0,0
1205,2018,Kerala,32,Wayanad,567,Wayanadu,3,1,5,14,15,10,10,5,8,16,57,24,5,0,0,0,0,0,0,0,0
1206,2018,Kerala,32,Thiruvananthapuram,565,Crime Branch,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1207,2018,Madhya Pradesh,23,Agar Malwa,667,Agar,0,4,3,16,14,8,2,0,3,25,75,26,1,0,0,0,0,0,0,0,0
1208,2018,Madhya Pradesh,23,Alirajpur,639,Alirajpur,2,2,3,10,10,6,0,0,10,65,192,58,8,0,0,0,0,0,0,0,0
1209,2018,Madhya Pradesh,23,Anuppur,390,Anuppur,1,8,12,38,10,13,6,2,14,102,211,48,5,3,0,0,0,0,0,0,0
1210,2018,Madhya Pradesh,23,Ashoknagar,391,Ashok Nagar,0,7,17,38,19,11,11,0,12,91,119,25,6,3,0,0,0,0,0,0,0
1211,2018,Madhya Pradesh,23,Balaghat,392,Balaghat,0,13,17,99,64,29,23,0,5,118,498,73,15,7,0,0,0,0,0,0,0
1212,2018,Madhya Pradesh,23,Barwani,393,Barwani,0,8,4,35,29,19,4,1,10,45,196,63,12,2,0,0,0,0,0,0,0
1213,2018,Madhya Pradesh,23,Betul,394,Betul,6,29,25,96,108,49,24,7,34,182,461,166,22,7,0,0,0,0,0,0,0
1214,2018,Madhya Pradesh,23,Bhind,395,Bhind,1,23,28,55,16,12,3,1,11,69,151,29,1,2,0,0,0,0,0,0,0
1215,2018,Madhya Pradesh,23,Bhopal,396,Bhopal,4,108,92,273,287,149,43,1,72,210,661,329,58,22,0,0,0,0,0,0,0
1216,2018,Madhya Pradesh,23,Bhopal,396,Bhopal Railway,2,4,2,25,12,12,12,0,2,12,37,12,0,2,0,0,0,0,0,0,0
1217,2018,Madhya Pradesh,23,Burhanpur,397,Burhanpur,1,3,7,35,27,13,9,2,5,36,100,18,4,1,0,0,0,0,0,0,0
1218,2018,Madhya Pradesh,23,Chhatarpur,398,Chhatarpur,1,32,31,84,45,28,6,0,42,142,247,92,21,2,0,0,0,0,0,0,0
1219,2018,Madhya Pradesh,23,Chhindwara,399,Chhindwara,0,2,6,10,9,4,1,0,0,21,47,24,2,0,0,0,0,0,0,0,0
1220,2018,Madhya Pradesh,23,Damoh,400,Damoh,0,18,17,54,53,28,15,1,18,93,206,119,13,2,0,0,0,0,0,0,0
1221,2018,Madhya Pradesh,23,Datia,401,Datia,0,5,9,39,19,9,2,0,5,40,115,24,3,2,0,0,0,0,0,3,0
1222,2018,Madhya Pradesh,23,Dewas,402,Dewas,0,5,27,1,0,0,0,0,76,22,0,0,0,0,0,0,0,0,0,0,0
1223,2018,Madhya Pradesh,23,Dhar,403,Dhar,1,22,17,126,66,32,10,1,27,291,702,128,18,9,0,0,0,0,0,0,0
1224,2018,Madhya Pradesh,23,Dindori,404,Dindori,0,5,8,12,25,12,3,1,12,57,114,47,5,0,0,0,0,0,0,0,0
1225,2018,Madhya Pradesh,23,Guna,406,Guna,0,11,18,48,45,30,6,0,13,106,224,81,10,5,0,0,0,0,0,0,0
1226,2018,Madhya Pradesh,23,Gwalior,407,Gwalior,4,72,77,334,194,66,31,0,43,173,582,157,21,16,0,0,0,0,0,0,0
1227,2018,Madhya Pradesh,23,Harda,408,Harda,5,15,24,79,45,11,11,6,17,116,288,77,12,5,0,0,0,0,0,0,0
1228,2018,Madhya Pradesh,23,Narmadapuram,409,Hoshangabad,0,28,24,131,78,39,27,0,19,145,450,78,9,8,0,0,0,0,0,0,0
1229,2018,Madhya Pradesh,23,Indore,410,Indore,3,105,122,619,206,114,77,4,103,486,1497,276,43,49,0,0,0,0,0,0,0
1230,2018,Madhya Pradesh,23,Indore,410,Indore Railway,0,0,1,6,1,1,0,0,0,1,10,6,1,1,0,0,0,0,0,0,0
1231,2018,Madhya Pradesh,23,Jabalpur,411,Jabalpur,2,69,79,282,317,175,59,0,61,306,851,361,71,30,0,0,0,0,0,0,0
1232,2018,Madhya Pradesh,23,Jabalpur,411,Jabalpur Railway,0,0,2,14,10,2,5,0,1,5,33,10,3,5,0,0,0,0,0,0,0
1233,2018,Madhya Pradesh,23,Jhabua,412,Jhabua,2,9,7,43,13,6,2,0,41,157,345,59,2,1,0,0,0,0,0,0,0
1234,2018,Madhya Pradesh,23,Katni,413,Katni,2,14,44,79,64,31,18,2,16,150,319,140,20,5,0,0,0,0,0,0,0
1235,2018,Madhya Pradesh,23,Indore,410,Khandwa,0,5,13,70,36,23,18,1,13,136,397,85,12,2,0,0,0,0,0,0,0
1236,2018,Madhya Pradesh,23,Khargone,414,Khargone,30,30,15,85,54,26,10,16,32,198,496,112,12,1,0,0,0,0,0,0,0
1237,2018,Madhya Pradesh,23,Mandla,415,Mandla,1,11,8,33,33,17,4,9,13,88,158,75,21,4,0,0,0,0,0,0,0
